Emp ID,Employee,Spy,Department,"Hiring Date, Salary & Bonus",Bonus,Current Status,City Emp ID,Extra columns,"mail.id, city, pin no & land no, Employment type, marital status, age, designation, gender "
EMP-253-C,Michele ,Ex  ,hr,15-10-2013  10000   300 ,1000$,Terminated  ,Tokyo     EMP-487-C ,RemoveMe,michele@gmail.com          tokyo       MAH       216006  WID-970   Full-Time     Single    28   Executive           Female
EMP-194-A,JOHN    ,An  ,LOGISTICS,21-12-2018  12000   300 ,N/A,Terminated  ,Paris     EMP-528-C ,,john@gmail.com             paris       MAH       820208  WID-385   Contract      Married   43   Analyst             Male
EMP-566-A,TIFFANY ,De  ,hr,01-02-2018  12000   500 ,N/A,Terminated  ,Paris     EMP-260-A ,,tiffany@gmail.com          paris       NY        586561  WID-509   Contract      Single    46   Developer           Female
EMP-633-C,keith   ,De  ,sales,13-01-2014  12000       ,,Terminated  ,New York  EMP-751-A ,###,keith@gmail.com            new york    MAH       184416  WID-733   Part-Time     Single    38   Developer           Male
EMP-637-B,cody    ,Ex  ,it,04-06-2011  12000       ,500,On Leave    ,Tokyo     EMP-800-A ,Unnecessary,cody@gmail.com             tokyo       NY        302408  WID-479   Full-Time     Married   49   Executive           Male
EMP-732-A,nicole  ,Ex  ,sales,09-03-2024  12000   500 ,,Terminated  ,Mumbai    EMP-235-B ,,nicole@gmail.com           mumbai      PARIS     356950  WID-166   Full-Time     Single    36   Executive           Female
EMP-858-A,PETER   ,An  ,it,31-10-2014  10000       ,300,Inactive    ,Delhi     EMP-957-B ,,peter@gmail.com            delhi       TOKYO     107217  WID-993   Part-Time     Single    24   Analyst             Male
EMP-128-C,Victoria,De  ,sales,01-04-2025  10000   500 ,Two Hundred,On Leave    ,New York  EMP-833-C ,,victoria@gmail.com         new york    PARIS     861299  WID-223   On Home       Single    48   Developer           Female
EMP-520-B,jennifer,Sp  ,LOGISTICS,31-01-2021  12000   300 ,300,Terminated  ,Tokyo     EMP-538-A ,,jennifer@gmail.com         tokyo       NY        277160  WID-206   Part-Time     Married   45   Specialist          Female
EMP-577-A,Susan   ,Ex  ,it,11-04-2012  10000       ,N/A,On Leave    ,New York  EMP-370-A ,Unnecessary,susan@gmail.com            new york    MAH       889056  WID-437   On Home       Single    37   Executive           Female
EMP-589-A,sheena  ,De  ,it,31-03-2013  7000        ,300,Terminated  ,New York  EMP-681-B ,,sheena@gmail.com           new york    PARIS     127200  WID-708   Full-Time     Single    31   Developer           Female
EMP-682-C,Angela  ,Sp  ,LOGISTICS,17-11-2011  12000   500 ,300,Terminated  ,Mumbai    EMP-749-B ,,angela@gmail.com           mumbai      TOKYO     879860  WID-586   On Home       Married   26   Specialist          Female
EMP-846-B,James   ,De  ,finance,16-02-2015  12000   300 ,,Terminated  ,Mumbai    EMP-971-A ,,james@gmail.com            mumbai      DELHI     481851  WID-697   Contract      Single    30   Developer           Male
EMP-105-A,Amy     ,Sp  ,hr,04-12-2010  10000   500 ,300,Inactive    ,Mumbai    EMP-973-C ,Unnecessary,amy@gmail.com              mumbai      TOKYO     277336  WID-421   Hybrid        Married   42   Specialist          Female
EMP-161-A,kevin   ,Ma  ,hr,20-07-2018  10000       ,1000$,Inactive    ,Delhi     EMP-330-B ,,kevin@gmail.com            delhi       PARIS     864162  WID-311   Part-Time     Single    46   Manager             Male
EMP-894-B,john    ,De  ,finance,11-05-2023  10000       ,Two Hundred,Inactive    ,Delhi     EMP-333-C ,###,john@gmail.com             delhi       TOKYO     445521  WID-307   Contract      Single    25   Developer           Male
EMP-384-B,Ashlee  ,An  ,finance,17-06-2011  12000   300 ,1000$,On Leave    ,Delhi     EMP-680-C ,,ashlee@gmail.com           delhi       NY        782420  WID-353   Part-Time     Married   44   Analyst             Female
EMP-954-B,Derek   ,Ex  ,LOGISTICS,17-07-2010  12000   300 ,300,On Leave    ,Tokyo     EMP-665-B ,RemoveMe,derek@gmail.com            tokyo       PARIS     238987  WID-193   On Home       Single    50   Executive           Male
EMP-563-C,MAURICE ,Ex  ,hr,05-11-2023  12000   300 ,Two Hundred,Inactive    ,Tokyo     EMP-575-A ,RemoveMe,maurice@gmail.com          tokyo       NY        601532  WID-649   Full-Time     Married   28   Executive           Male
EMP-450-C,VICTORIA,Ex  ,SALES,25-01-2012  12000   500 ,300,On Leave    ,Tokyo     EMP-320-C ,,victoria@gmail.com         tokyo       TOKYO     216941  WID-598   Contract      Single    49   Executive           Female
EMP-924-B,Daniel  ,De  ,hr,21-11-2023  10000       ,N/A,On Leave    ,Paris     EMP-715-B ,,daniel@gmail.com           paris       NY        639178  WID-604   On Home       Single    37   Developer           Male
EMP-375-B,adrienne,Ex  ,hr,04-09-2020  7000    500 ,N/A,Terminated  ,Paris     EMP-615-B ,Unnecessary,adrienne@gmail.com         paris       TOKYO     434713  WID-740   Intern        Single    22   Executive           Female
EMP-586-B,KELLY   ,Ma  ,it,16-05-2023  7000    300 ,Two Hundred,Terminated  ,Paris     EMP-982-B ,,kelly@gmail.com            paris       DELHI     343062  WID-450   On Home       Single    46   Manager             Female
EMP-717-B,Deborah ,Sp  ,it,08-09-2018  10000   300 ,,Inactive    ,New York  EMP-801-B ,,deborah@gmail.com          new york    DELHI     903625  WID-724   Part-Time     Single    28   Specialist          Female
EMP-136-A,JOHN    ,Ex  ,it,26-02-2016  7000    500 ,500,Terminated  ,Tokyo     EMP-769-C ,RemoveMe,john@gmail.com             tokyo       NY        997830  WID-907   Intern        Married   37   Executive           Male
EMP-687-C,LINDSEY ,Sp  ,hr,23-02-2016  10000   300 ,N/A,Inactive    ,Paris     EMP-560-B ,,lindsey@gmail.com          paris       PARIS     523709  WID-535   Hybrid        Married   46   Specialist          Female
EMP-769-A,jacqueline,De  ,SALES,03-04-2016  10000   300 ,Two Hundred,Terminated  ,Delhi     EMP-313-C ,Unnecessary,jacqueline@gmail.com       delhi       MAH       548264  WID-833   Contract      Married   32   Developer           Female
EMP-347-B,Yvonne  ,Ex  ,hr,25-04-2024  7000    500 ,Two Hundred,On Leave    ,Tokyo     EMP-550-B ,###,yvonne@gmail.com           tokyo       TOKYO     602983  WID-209   Full-Time     Single    45   Executive           Female
EMP-247-B,David   ,De  ,LOGISTICS,25-07-2016  12000   500 ,N/A,On Leave    ,Paris     EMP-700-B ,,david@gmail.com            paris       TOKYO     664024  WID-160   Full-Time     Single    30   Developer           Male
EMP-287-C,mary    ,De  ,sales,09-11-2016  12000   500 ,Two Hundred,On Leave    ,Delhi     EMP-893-C ,RemoveMe,mary@gmail.com             delhi       PARIS     309709  WID-523   Part-Time     Single    40   Developer           Female
EMP-202-B,LISA    ,An  ,it,23-06-2016  7000        ,1000$,Inactive    ,Paris     EMP-643-B ,RemoveMe,lisa@gmail.com             paris       TOKYO     874958  WID-806   Full-Time     Single    44   Analyst             Female
EMP-780-C,shelley ,Ex  ,LOGISTICS,19-02-2024  10000       ,,Terminated  ,New York  EMP-571-B ,RemoveMe,shelley@gmail.com          new york    MAH       124262  WID-441   Part-Time     Married   45   Executive           Female
EMP-260-A,Brett   ,De  ,finance,12-03-2018  7000        ,,Terminated  ,New York  EMP-951-C ,RemoveMe,brett@gmail.com            new york    DELHI     133642  WID-161   Hybrid        Married   35   Developer           Male
EMP-165-C,sheila  ,Sp  ,sales,03-04-2017  12000   300 ,N/A,Inactive    ,Delhi     EMP-678-A ,RemoveMe,sheila@gmail.com           delhi       DELHI     591202  WID-671   Full-Time     Single    40   Specialist          Female
EMP-424-B,Nicholas,Sp  ,SALES,12-10-2012  10000       ,Two Hundred,Terminated  ,New York  EMP-766-B ,###,nicholas@gmail.com         new york    MAH       826229  WID-174   Part-Time     Married   46   Specialist          Male
EMP-491-A,alexander,Sp  ,finance,05-07-2012  7000    500 ,,On Leave    ,Tokyo     EMP-119-A ,,alexander@gmail.com        tokyo       NY        333717  WID-330   Contract      Married   49   Specialist          Male
EMP-605-C,Sheila  ,An  ,sales,05-03-2015  7000    300 ,300,Terminated  ,Tokyo     EMP-293-A ,,sheila@gmail.com           tokyo       MAH       731160  WID-311   Contract      Single    39   Analyst             Female
EMP-775-C,Trevor  ,Ma  ,SALES,16-03-2023  10000   500 ,,Terminated  ,Paris     EMP-773-A ,,trevor@gmail.com           paris       MAH       327788  WID-306   Contract      Single    29   Manager             Male
EMP-915-B,ROBERT  ,Ma  ,hr,08-09-2016  10000   300 ,1000$,Terminated  ,Delhi     EMP-988-C ,Unnecessary,robert@gmail.com           delhi       NY        559849  WID-974   On Home       Single    36   Manager             Male
EMP-718-C,JESSE   ,An  ,hr,03-02-2022  7000    300 ,,On Leave    ,Delhi     EMP-618-C ,,jesse@gmail.com            delhi       MAH       612867  WID-841   Hybrid        Single    25   Analyst             Male
EMP-453-C,mary    ,Ex  ,sales,03-07-2018  7000    300 ,Two Hundred,On Leave    ,Tokyo     EMP-589-B ,###,mary@gmail.com             tokyo       PARIS     942438  WID-620   Full-Time     Married   34   Executive           Female
EMP-834-A,KAYLA   ,Sp  ,hr,26-08-2021  12000       ,Two Hundred,Terminated  ,Delhi     EMP-968-C ,Unnecessary,kayla@gmail.com            delhi       NY        508615  WID-407   Part-Time     Single    47   Specialist          Female
EMP-982-B,cole    ,Ma  ,hr,10-04-2021  7000        ,300,On Leave    ,Mumbai    EMP-678-A ,###,cole@gmail.com             mumbai      MAH       899316  WID-231   Hybrid        Single    37   Manager             Male
EMP-755-A,Tyler   ,Sp  ,LOGISTICS,30-03-2024  12000   300 ,500,Terminated  ,Tokyo     EMP-943-A ,,tyler@gmail.com            tokyo       NY        948735  WID-529   Part-Time     Single    45   Specialist          Male
EMP-725-A,ERICA   ,Ma  ,sales,15-03-2021  7000    300 ,Two Hundred,Terminated  ,Mumbai    EMP-513-C ,,erica@gmail.com            mumbai      PARIS     129881  WID-482   Contract      Married   32   Manager             Female
EMP-655-C,Isaac   ,De  ,hr,14-03-2011  7000    300 ,,On Leave    ,Tokyo     EMP-880-C ,,isaac@gmail.com            tokyo       NY        465603  WID-839   Hybrid        Single    22   Developer           Male
EMP-260-B,wayne   ,Ma  ,SALES,09-12-2022  10000   500 ,1000$,Terminated  ,New York  EMP-976-C ,###,wayne@gmail.com            new york    NY        369338  WID-550   Part-Time     Single    37   Manager             Male
EMP-694-C,Erika   ,Sp  ,SALES,23-12-2017  7000    300 ,500,Inactive    ,Delhi     EMP-604-C ,,erika@gmail.com            delhi       NY        236113  WID-951   Hybrid        Single    38   Specialist          Female
EMP-549-A,David   ,Ma  ,SALES,30-08-2018  7000        ,500,Inactive    ,New York  EMP-729-A ,###,david@gmail.com            new york    PARIS     415734  WID-355   Part-Time     Married   43   Manager             Male
EMP-911-B,Jennifer,An  ,finance,03-11-2020  12000   300 ,500,Inactive    ,Tokyo     EMP-878-A ,,jennifer@gmail.com         tokyo       PARIS     872182  WID-435   Intern        Married   40   Analyst             Female
EMP-932-A,Rebecca ,Ex  ,finance,06-05-2016  10000   500 ,1000$,On Leave    ,Delhi     EMP-749-A ,Unnecessary,rebecca@gmail.com          delhi       MAH       699876  WID-955   Part-Time     Single    22   Executive           Female
EMP-575-B,jessica ,An  ,LOGISTICS,09-07-2018  7000        ,1000$,Terminated  ,New York  EMP-564-C ,###,jessica@gmail.com          new york    MAH       787300  WID-369   Hybrid        Married   30   Analyst             Female
EMP-470-A,VICTORIA,Sp  ,SALES,31-12-2024  7000    500 ,500,Terminated  ,Tokyo     EMP-779-A ,###,victoria@gmail.com         tokyo       NY        773492  WID-784   Contract      Married   35   Specialist          Female
EMP-478-A,MICHAEL ,De  ,sales,17-02-2012  10000   500 ,Two Hundred,On Leave    ,Delhi     EMP-829-B ,RemoveMe,michael@gmail.com          delhi       TOKYO     186997  WID-229   Contract      Married   39   Developer           Male
EMP-659-B,Morgan  ,Ex  ,SALES,03-06-2015  12000       ,300,Inactive    ,Mumbai    EMP-303-C ,,morgan@gmail.com           mumbai      DELHI     149278  WID-862   Contract      Single    38   Executive           Female
EMP-404-A,Lawrence,Ex  ,hr,13-07-2022  12000   300 ,N/A,Terminated  ,Mumbai    EMP-796-A ,Unnecessary,lawrence@gmail.com         mumbai      DELHI     739280  WID-750   On Home       Single    39   Executive           Male
EMP-751-A,charles ,De  ,finance,08-04-2019  12000   500 ,500,Terminated  ,New York  EMP-531-B ,###,charles@gmail.com          new york    TOKYO     178507  WID-579   Contract      Single    22   Developer           Male
EMP-238-A,SHERRI  ,An  ,SALES,09-10-2023  10000   300 ,N/A,On Leave    ,Delhi     EMP-243-A ,###,sherri@gmail.com           delhi       NY        539363  WID-592   Part-Time     Single    42   Analyst             Female
EMP-675-B,SCOTT   ,Ma  ,LOGISTICS,02-01-2019  7000    500 ,500,On Leave    ,Paris     EMP-511-A ,RemoveMe,scott@gmail.com            paris       MAH       804892  WID-843   On Home       Single    26   Manager             Male
EMP-730-A,AMANDA  ,An  ,LOGISTICS,21-11-2018  12000   500 ,Two Hundred,Terminated  ,Tokyo     EMP-890-C ,###,amanda@gmail.com           tokyo       DELHI     962181  WID-712   Intern        Single    31   Analyst             Female
EMP-822-B,REBECCA ,Sp  ,sales,19-07-2015  10000       ,300,Terminated  ,Delhi     EMP-958-B ,RemoveMe,rebecca@gmail.com          delhi       NY        844238  WID-215   On Home       Married   27   Specialist          Female
EMP-954-C,SANDRA  ,Ma  ,sales,03-10-2019  12000   500 ,500,On Leave    ,Tokyo     EMP-985-B ,,sandra@gmail.com           tokyo       TOKYO     159404  WID-347   On Home       Married   35   Manager             Female
EMP-261-A,Victoria,Sp  ,LOGISTICS,12-05-2018  7000    300 ,1000$,Inactive    ,Tokyo     EMP-529-C ,###,victoria@gmail.com         tokyo       PARIS     847734  WID-956   Contract      Married   25   Specialist          Female
EMP-417-C,Christopher,Ex  ,it,05-01-2018  12000       ,,Inactive    ,New York  EMP-206-C ,###,christopher@gmail.com      new york    PARIS     799984  WID-599   Hybrid        Married   49   Executive           Male
EMP-856-A,Troy    ,An  ,sales,16-08-2018  12000       ,,Inactive    ,Delhi     EMP-197-A ,,troy@gmail.com             delhi       TOKYO     733136  WID-882   Part-Time     Married   44   Analyst             Male
EMP-819-B,Mary    ,Sp  ,it,08-07-2014  12000   300 ,Two Hundred,Inactive    ,New York  EMP-687-C ,Unnecessary,mary@gmail.com             new york    NY        694469  WID-138   Intern        Married   28   Specialist          Female
EMP-672-B,David   ,Ma  ,finance,27-04-2013  12000   500 ,,Terminated  ,New York  EMP-846-B ,,david@gmail.com            new york    DELHI     360781  WID-969   Contract      Married   33   Manager             Male
EMP-681-A,NICOLE  ,De  ,LOGISTICS,23-08-2021  12000   500 ,,Inactive    ,Paris     EMP-314-C ,###,nicole@gmail.com           paris       MAH       465469  WID-889   Hybrid        Married   46   Developer           Female
EMP-344-B,MELISSA ,Sp  ,sales,19-03-2012  12000   500 ,N/A,Inactive    ,Tokyo     EMP-424-B ,RemoveMe,melissa@gmail.com          tokyo       MAH       752004  WID-203   On Home       Single    32   Specialist          Female
EMP-322-B,jeffrey ,Sp  ,SALES,06-08-2022  10000   300 ,Two Hundred,Inactive    ,New York  EMP-445-B ,Unnecessary,jeffrey@gmail.com          new york    PARIS     299008  WID-470   Part-Time     Single    25   Specialist          Male
EMP-856-B,Alyssa  ,Ex  ,hr,22-12-2015  10000   300 ,N/A,Terminated  ,Tokyo     EMP-303-A ,,alyssa@gmail.com           tokyo       DELHI     456687  WID-192   On Home       Married   44   Executive           Female
EMP-257-C,STEPHANIE,Ma  ,sales,16-06-2023  7000    300 ,500,Inactive    ,Paris     EMP-683-A ,Unnecessary,stephanie@gmail.com        paris       TOKYO     262541  WID-431   Part-Time     Married   39   Manager             Female
EMP-756-B,douglas ,Ex  ,sales,27-08-2022  7000    300 ,,On Leave    ,Mumbai    EMP-763-A ,,douglas@gmail.com          mumbai      NY        741959  WID-248   Full-Time     Married   49   Executive           Male
EMP-433-A,deanna  ,An  ,finance,10-07-2018  12000   500 ,500,Inactive    ,Mumbai    EMP-290-C ,Unnecessary,deanna@gmail.com           mumbai      NY        935502  WID-694   Intern        Married   44   Analyst             Female
EMP-784-B,tiffany ,Sp  ,finance,29-10-2021  12000   300 ,N/A,On Leave    ,Paris     EMP-465-A ,RemoveMe,tiffany@gmail.com          paris       TOKYO     664422  WID-809   Part-Time     Married   47   Specialist          Female
